# 由21键曲谱播放器从 【Animenz】Butter-Fly（完整版）- 数码宝贝 OP.mid 转换
# 格式：按键 拍数；p 表示休止，同时按键写在一起
# 录制基准：500 ms/拍
zx 0.3125
q 0.125
ty 0.3125
qtyu 0.3125
q 0.375
qtyu 0.375
wu 0.375
zx 0.25
t 0.125
uz 0.125
u 0.1875
tuz 0.75
b 0.3125
yuasgb 0.75
b 0.3125
uasb 0.4375
u 0.1875
u 0.1875
yuzx 0.6875
uzx 0.375
yusbn 0.75
tusx 0.3125
tusbn 0.375
tu 0.3125
zv 0.6875
v 0.375
asg 0.75
ruv 0.3125
ruasg 0.375
tu 0.3125
uz 0.6875
yuz 0.3125
yusbn 0.375
yu 0.3125
tuz 0.375
tusbn 0.375
tu 0.3125
z 0.75
az 0.3125
tufg 0.6875
tuz 0.125
u 0.25
rub 0.375
wtuzb 0.6875
quzb 0.3125
zb 0.375
rtuzv 0.6875
zv 0.3125
asb 0.3125
u 0.375
tuz 0.375
tu 0.3125
tuvb 0.375
tuz 0.375
tuvb 0.3125
uzb 0.3125
tuv 0.4375
uzx 0.6875
uzx 0.3125
yuzb 0.375
tux 0.375
tuzb 0.3125
yuzx 0.3125
szn 0.25
wgh 0.4375
qwtgzxb 0.75
b 0.375
yash 0.375
b 0.375
a 0.375
wtuas 0.3125
yb 0.1875
u 0.1875
wtyzx 0.6875
ux 0.375
wtysbn 0.375
x 0.375
tb 0.375
tsn 0.375
qwtx 0.375
zv 0.6875
v 0.375
asb 0.375
v 0.3125
rb 0.3125
ras 0.375
tv 0.375
uz 0.375
wty 0.375
z 0.3125
wtysbn 0.375
wuz 0.375
wtg 0.3125
wtsgbn 0.375
qrtg 0.3125
z 0.6875
z 0.375
qrtfvb 0.6875
tz 0.375
rb 0.375
qwsgz 0.6875
qwsgz 0.3125
yhz 0.375
qtgzv 0.6875
v 0.3125
tasb 0.25
u 0.125
u 0.25
tuzc 0.25
u 0.1875
u 0.1875
tbm 0.1875
e 0.1875
j 0.125
gc 0.3125
dbm 0.125
e 0.1875
tc 0.125
u 0.25
ugbm 0.1875
u 0.1875
u 0.1875
t 0.1875
uzv 0.1875
u 0.1875
y 0.1875
r 0.1875
qazn 0.1875
h 0.1875
fv 0.1875
h 0.1875
qan 0.1875
r 0.1875
y 0.25
uz 0.1875
yuz 0.25
r 0.375
tuz 0.6875
z 0.375
z 0.375
z 0.375
z 0.3125
z 0.375
z 0.6875
z 0.3125
z 0.375
z 0.375
z 0.375
z 0.3125
z 0.75
z 0.375
z 0.375
z 0.375
z 0.3125
z 0.375
z 0.3125
z 0.375
z 0.6875
z 0.375
z 0.3125
z 0.375
zb 1.4375
dgzcm 0.75
etj 0.3125
et 0.375
etdg 0.3125
ry 0.6875
tu 0.375
dgj 0.375
u 0.3125
c 0.3125
u 0.4375
udg 0.5
u 0.5625
u 0.4375
uzv 0.6875
fh 0.3125
fh 0.375
afhvn 0.375
gj 0.6875
qh 0.375
af 0.375
yu 0.3125
v 0.3125
yu 0.375
qruh 0.5
u 0.5625
u 0.375
uz 0.6875
xb 0.3125
u 0.125
u 0.25
u 0.3125
tuz 0.375
xb 0.3125
tu 0.3125
z 0.375
tu 0.3125
tuxb 0.375
tuzb 0.6875
tuz 0.375
xb 0.375
u 0.125
u 0.125
uz 0.1875
u 0.125
u 0.125
t 0.125
w 0.1875
uxb 0.125
u 0.125
t 0.125
rz 0.1875
w 0.125
u 0.3125
rz 0.3125
txb 0.3125
t 0.3125
rz 0.25
t 0.125
r 0.125
w 0.125
qzxb 0.1875
qw 0.1875
jzxb 0.3125
gzb 0.375
zb 0.375
zv 0.3125
zc 0.5625
m 0.125
d 0.1875
f 0.125
gc 0.1875
j 0.1875
e 0.1875
r 0.125
t 0.125
bm 0.125
u 0.125
u 0.125
u 0.125
u 0.125
uc 0.1875
u 0.1875
udbm 0.1875
u 0.1875
u 0.125
u 0.125
u 0.125
u 0.125
u 0.125
tzc 0.25
e 0.1875
j 0.25
zx 0.1875
s 0.125
zc 0.3125
zv 0.375
zv 0.5
a 0.125
f 0.125
g 0.125
h 0.125
qv 0.25
r 0.1875
t 0.1875
yan 0.1875
qr 0.1875
ty 0.1875
u 0.125
uv 0.25
u 0.125
uan 0.125
u 0.1875
u 0.125
u 0.1875
u 0.125
u 0.125
u 0.125
y 0.125
tzv 0.125
r 0.125
qz 0.375
qryuzv 0.5625
qryuzv 0.5
qyuzv 0.4375
wtyuz 0.5625
w 0.125
txb 0.125
y 0.125
u 0.125
uz 0.1875
u 0.1875
u 0.125
u 0.125
uz 0.1875
u 0.125
uzx 0.125
u 0.125
uz 0.1875
u 0.125
u 0.1875
u 0.125
u 0.125
uz 0.1875
u 0.125
ux 0.125
uzb 0.1875
u 0.1875
uz 0.3125
u 0.375
z 0.1875
u 0.25
xb 0.25
uz 0.375
uz 0.125
u 0.125
u 0.1875
u 0.125
u 0.125
uxb 0.1875
u 0.1875
uz 0.125
u 0.1875
u 0.3125
uz 0.3125
ux 0.3125
uz 0.25
u 0.125
u 0.1875
u 0.125
uz 0.125
u 0.125
uzxb 0.1875
u 0.1875
uz 0.125
u 0.375
u 0.125
u 0.125
uz 0.125
u 0.125
tyu 0.125
qwerxb 0.1875
fgjzb 0.5625
afgz 0.75
vb 0.3125
qz 0.1875
wr 0.1875
t 0.375
tz 0.3125
rvb 0.375
wz 0.625
z 0.375
b 0.3125
an 0.6875
sz 0.375
bn 0.1875
a 0.1875
s 0.25
afz 0.6875
vb 0.375
qz 0.125
wr 0.1875
t 0.375
tz 0.3125
rvb 0.375
wrzx 0.6875
x 0.375
n 0.375
sf 0.6875
gx 0.375
sn 0.3125
q 0.375
qfgzx 0.6875
an 0.375
qx 0.1875
q 0.125
h 0.375
x 0.375
an 0.3125
qr 0.3125
zx 0.375
q 0.3125
ran 0.375
qrtx 0.75
rx 0.3125
tan 0.3125
y 0.375
tuaxn 0.3125
uz 0.375
tux 0.3125
tuan 0.3125
tuz 0.3125
tux 0.375
tuan 0.375
tuzx 0.6875
sx 0.3125
qagn 0.375
x 0.125
an 0.25
qg 0.375
wg 0.3125
zx 0.3125
tuz 0.375
tuzxb 1.1875
yu 1.0625
u 0.75
yu 0.6875
u 0.375
yu 0.6875
tu 0.375
tu 0.3125
tu 2
ru 0.3125
ru 0.3125
tu 0.375
u 0.75
yu 0.3125
yu 0.375
yu 0.375
tu 0.3125
tu 0.375
tu 1.375
tu 0.6875
tu 0.375
ru 0.375
wtu 0.6875
qu 0.6875
rtu 1.1875
u 0.375
tu 0.375
ru 0.3125
tu 0.375
ru 0.3125
tu 0.375
ru 0.3125
tu 0.375
u 0.6875
u 0.3125
yu 0.375
tu 0.375
tu 0.3125
yus 0.375
h 0.3125
wt 0.1875
u 0.1875
ug 0.375
w 0.375
t 0.375
yu 0.375
w 0.3125
t 0.375
yu 0.3125
wu 0.1875
u 0.125
us 0.3125
h 0.375
wu 0.375
wtu 0.3125
h 0.375
wu 0.375
tu 0.3125
uh 0.375
f 0.3125
q 0.3125
w 0.375
t 0.375
q 0.3125
wu 0.3125
tu 0.3125
qu 0.3125
ua 0.375
ug 0.375
h 0.375
wu 0.375
ug 0.3125
tuh 0.375
wtu 0.3125
tug 0.375
a 0.375
g 0.3125
q 0.375
rtu 0.6875
qu 0.375
rtu 0.375
u 0.3125
wah 0.375
u 0.3125
ug 0.375
qwtuf 0.6875
f 0.375
qw 0.125
t 0.125
u 0.125
u 0.3125
tudj 0.6875
ugj 0.25
t 0.125
ud 0.125
u 0.125
eu 0.125
ugj 0.1875
u 0.125
ud 0.1875
u 0.1875
ugj 0.125
u 0.125
u 0.1875
t 0.3125
qryufh 0.75
quh 0.1875
r 0.125
yf 0.125
u 0.125
u 0.125
qruh 0.125
u 0.125
uf 0.125
u 0.1875
quh 0.125
u 0.125
y 0.125
r 0.375
qwtgzxb 1.125
yh 1.0625
qu 0.375
yh 0.3125
wtyhzx 0.375
x 0.3125
zx 0.0625
qu 0.375
wtyhzx 0.6875
qtgzx 0.375
tgz 0.375
qtgz 0.6875
v 0.3125
as 0.3125
t 0.125
u 0.1875
u 0.1875
u 0.125
u 0.125
tv 0.3125
ras 0.375
t 0.3125
wuz 0.375
wty 0.3125
sbn 0.375
wtz 0.3125
wt 0.375
wtz 0.3125
ysbn 0.3125
rt 0.125
y 0.1875
wrtz 0.75
z 0.375
qrtfb 0.6875
tz 0.375
rb 0.375
qwgzb 0.6875
qzb 0.3125
zb 0.375
qrgzv 0.6875
v 0.3125
as 0.375
r 0.375
qwtz 0.375
